name,writer,text,cc,tags
默想錄-58, 김대봉 ,"
김대봉
    한에  한적도잇다.  잇는에감동한적도잇다.
  그러나과  에수노힌  내마음을  울리는은  되지  못햇다.  에
눈물을씨는내가슴을  알아주는은  되지못햇다.
  다만들의  고통과오뇌에서쏫긴에  된만이  나를끗없이  감격시
혓다.  참다운들의를  하소하는만이  나를한없이  감동식혓다.
  내  노래가  그들을울리지도  못햇다.  또한웃기지도못햇다만  내마음만은  내가
슴을울리기도  웃기기도햇서라.
  명예와  의  을위하야글을쓰고  과을  해서붓을굽힌다면 
나는내서스로가  쩌날리쓰트일것이다.  밥을위한도안이다.  쩌날리쓰트도안
  함으로  나는  내가남을  울리기도  웃기기도못하는  내글을보고  웃기도하며  울
이다.
기도한다.
                    
                    
  에이라면  일런지모르지만    한  이
하고잇다.  그의가과한까닭이안이라면  의머
리를  케하는것과  의을  케하는것에  한을  누구가저야
하겟는지  자못큰이다.
  무단히  한의  가되기보다는  한의가되여줌이 
  한로서  을못한다면  그는  이안이고  의가안인
더조흘듯하다.
가한다.
                    
  에도  이잇는것과같이  에도가  잇다.
  어느것이  그의  이며  어느것이  그의  인가를  
하려면  이되고  이되고만다.
  웨그런고하면  한의박애성과  과에하야  그의을  할
수없는것과같이  학설의과에하야  그을  할수없
는까달인가한다.
  나는요사히와서  너무나  무슨일이든지  하려는  를가젓다.
  나는과거의  모든일이  이엇섯고  또한묘비엇섯기따무네  이제는  좀더굿세
게  하게  에  하려는  까닭으로  말미아아  그리된듯하다.  하나
마  내생각이란  이  임으로    내란  는  란을
일흔  허갑이가되고  또한밖에  되지안케  한다.
                    
                    
  이란    와에의  을일케한다.
  함으로  그와같은  사람이되지안흐려면  을  사랑하지  안흠으로붙어  
된다.
",자유이용 만료,#
黙想-57, 김대봉 ,"
김대봉
나가  가는  곳은  죽음
나가  찾는  것은  싸홈
이것이  이라  할가
아  한  아
싸홈에서  익이자
죽음에서  익이자
싸홈이  싸홈을  놋고
죽음이  목숨을  노흔  
오직  나는  살이다
아!  살이다  나는
내일과  모래에는
그들의  무릅  앞헤서
",자유이용 만료,#
가갸날에 대(對)하야, 한용운 ,"가갸날에
대 하야
아아 가갸날.
참되고 어질고 아름다워요.
축일
제일데
씨즌 이 위에
가갸날이 낫서요 가갸날.
끝없는 바다에 쑥 솟아 오르는 해처럼
힘있고 빛나고 두렷한 가갸날.데
보다 읽기 좋고 씨즌 보다 알기 쉬워요.
입으로 젖꼭지를 물고 손으로 다른 젖꼭지를 만지는 어엽분 아기도 일러줄
수 있어요.
가갸 로 말을 하고 글을 써셔요.
혀 끝에서 물결이 솟고 붓 아래에 꽃이 피여요.
그 속엔 우리의 향기로운 목숨이 살아 움직입니다.
그 속엔 낮익은 사람의 실마리가 풀리면서 감겨 있어요.
굳세게 생각하고 아름답게 노래하야요.
검이여 우리는 서슴치 않고 소리쳐가갸날 을 자랑하겠읍니다.
검이여 가갸날로 검의 가장 좋은 날로 삼어 주서요.
온 누리의 모든 사람으로 가갸날 을 노래하게 하야 주서요.가갸날 오오 가갸날이여.
관음굴 에서
동아일보
1926
년 월 일
12",자유이용 만료,#
가거라 벗이여, 오장환 ,"가거라 벗이여
흑인병사
..
브라운에게
가거라 벗이여!
너의 고향에
우리는 눈물로 손잡는 게 아니라
그대 내어친 발길
이 길을 똑바른 싸움의 길로 디디라.
아 우리의 수많은 재물
반가운 마음에 적시는 눈시울
어찌나
굳게 잡은 우리의 손
모든 것은 설움이 이끌은 것을
가거라 벗이여!
너의 고향에!
지난날은 모두 다 조약돌모양 차버리고
거기도 설움만이 맞이할
너의 고향에
벗이여!
그러나 손잡은 우리의 보람
손잡은 이 마음이 기쁨으로 떨릴 때까지
우리는 제각기 차내버리자
지난날이 달래주던 눈물의 달디단 맛을
",자유이용 만료,#
가난 배, 최남선 ,"가난 배
나는간다 나간다고 슬허마러라
너사랑난 나의 정 은 더욱간절퇴
나난 용 이 은제던지
지중물 이랴
자유대양 훤칠한데 나가보겟다
돗 르고
사공 적고 배도좁으나
걱정마라 굿은마음
순실 하노라
예수압헤 업드리던 순한물이니
우리
자신 제가보면 읏지하리오일구 팔년
십일월
소년
",자유이용 만료,#
가는 가을, 윤곤강 ,"가는 가을
밤은 저 혼자
시름 없이 그므는데
수양 버들아지가
바람을 걷어안고 춤을 춘다
아아 이속을애처로운 가을은 간다
징용 간 외아들처럼
한번 가면 못 올 듯
끝내 헛바람 속에
슬픈 가을은 가고야 마누나
",자유이용 만료,#
가는 길, 김소월 ,"가는 길
그립다
말을 할까
하니 그리워
그냥 갈까
그래도
다시 더 한번
저 산에도 까마귀, 들에 까마귀,
서산에는 해 진다고
지저귑니다.
앞 강물, 뒷 강물,
흐르는 물은
어서 따라 오라고 따라 가자고
흘러도 연달아 흐릅디다려.
",자유이용 만료,그리움2
가는 봄 삼월, 김소월 ,"가는 봄
삼월
가는 봄
삼월삼월 은 삼질
강남 제비도 안 잊고 왔는데아무렴은요
설게 이때는 못 잊게 그리워.
잊으시기야 했으랴 하마 어느새,님 부르는 꾀꼬리 소리.
울고 싶은 바람은 점도록 부는데
설리도 이때는
가는 봄
삼월삼월 은 삼질",자유이용 만료,#
가늘한 내음, 김영랑 ,"가늘한 내음김영랑
내 가슴 속에 가늘한 내음 
애끈히 떠도는 내음 
저녁 해 고요히 지는 제 
머언 산 허리에 슬리는 보랏빛  
오! 그 수심 뜬 보랏빛 
내가 잃은 마음의 그림자 
한 이를 정열에 정열에 뚝뚝 떨어진 모란의 
깃든 향취가 이 가슴 놓고 갔을 줄이야. 
얼결에 여흰 봄 흐르는 마음 
헛되이 찾으려 허덕이는 날 
뻘 우에 처얼석 갯물이 놓이듯 
얼컥 니이는 훗근한 내음 
아 ! 훗근한 내음 내키다 마아는 
서어한 가슴에 그늘이 도오나니 
수심 뜨고 애끈하고 고요하기 
산 허리에 슬리는 저녁 보랏빛 ",자유이용 만료,#
가두소견(街頭所見), 최남선 ,"
가두소견
계사
춘간
사흘만
하면 한채두채 이룩될사
이러케 나갈진대 서울
부흥 어렵다리
불면은 날라갈것만 걱정이라 하리라.
최신식
자동차 에 스마트한
복장 하고
양양 히 지나가는 저런이를 보앗스라
헐벗고
부황 난
대중 알것 무엇이리오이만치
국제세례 나도 바닷다는드키
아양피
치게 곱슬거린 머리털에씹고 큰길헤매는
촌 색시도 만하라저러케 써버리는
남양 고무
북미 기름
돌려서 우리목숨 축이기에 쓰량이면차 들조호세계 를 실허아니 오리오담배갑 스켙개 벌려노흔 애들가게
양키
군수 판다하야 단속밧는 바로녑헤
그것을
도매 도하는 딩집이 섯더라모순 이 있는곳에
붕괴 라 온다함이
언제고
요개 업는
정리 라고 하올진대
눈압희 긔막힌 을 구태근심 하리오.
비뒤의
포장도로 거울가치
할사
조화 가 참다못해 각금아니 씨쳐주면
사람의 더러운자최 주체어이 하리오.
어적게 자리에
환영자막
걸렷네
물건너 새손님이 뒤를니어 오시도다
내일
대회 갈일에 밧븐생각 나거라거리에 다니는이 억개모다 축쳐져서
시대 의 고달픈빗 아니 이 업슬세라
남들이 나를보기도 저러리니 어 리.
이거다 저거다해 서투른것 들추자면
요사이 길거리를 다니는수 잇슬것가
차라로 내눈감으니 아모일도 업서라.
산 뎀이 처럼실코
사자 가치 달리신다
저튜럭 저장작을 바라보는
장안 사람
눈들만
하야도 살듯하다 하리라.
일구오삼년
미발표
",자유이용 만료,#
가등(街燈), 권환 ,"가등
검은 밤을 지키느냐
푸른 별들과 속삭이느냐
달아가는 바람의
고요한 발자국 소리를 듣느냐
눈보라 속에서 깜박 깜박
거리의 등불
천년 전 옛 일을 회상하느냐
만년 뒤 장래를 추상
하느냐
멀고 먼 바다 저편의
아름다운 풍경을 상상하느냐연 안개 속에서 깜박 깜박
거리의 등불
푸른 하늘을 우러러 보느냐
검은 땅을 내려다 보느냐
무한한 어둠 속을
뚫어지게 응시하느냐
봄비 속에서 깜박깜박
거리의 등불
은색 파라솔을 든 연인은
아직도 기다리고 섰다
동녘 하늘이 멀지 않아
부채살처럼 밝아질 게다
깜박 깜박하는 등불
명상하는 등불
너는 거리의 양심이다
",자유이용 만료,#
가랴거든 가거라, 권환 ,"부르조아의 서자식
프로레타리아의 적인 소부르조아지들아
가려거든 가거라
우리 진영 안에 있는 소
부르조아지에게 주는 노래
소부르조아지들아
못나고 비겁한 소부르조아지들아
어서 가거라 너들 나라로
환멸의 나라로 몰락의 나라로
소부르조아지들아
어서 가거라 너 갈 데로 가거라
홍등
이 달린 카페로
따뜻한 너의 집 안방구석에로
부드러운 보금자리 여편네 무릎 위로!
그래서 환멸의 나라 속에서
달고 단 낮잠이나 자거라
가거라 가 가 어서!
작은 새앙쥐 같은 소부르조아지들아
늙은 여우같은 소부르조아지들아
너의 가면
너의 야욕 너의 모든 지식의 껍질을 짊어지고
",자유이용 만료,#
가련(可憐)한 인생(人生), 김소월 ,"
가련 한
인생
가련 한,
가련 한 가련한
인생 에
첫재는 살음이라 살음은 곳 살님이라살님은 곳 사랑이라 그러면사랑은 무엔고?
사랑은 곳 제가 저를 희생함이라,
그러면 희생은 무엇?
희생은
남의 몸을 내 몸갓치 생각함이라,
유고 동아일보
. 10
",자유이용 만료,#
가로수(街路樹), 윤동주 ,"
가로수
가로수 단촐한 그늘밑에구두술 같은 헤 바닥으로무심 히 구두술을 할는 시름때는
오정 싸이렌,
어대로 갈것이냐?
시 그늘은 맴 돌고.
따라 사나이도 맴돌고.
일구삼팔육일
",자유이용 만료,#
가막덤불, 김소월 ,"34.
가막덤불
산에 가시나무
가막덤불은
덤불덤불
산 마루로
버더올낫소
산 에는 가랴해도
가지못하고
바로말로
집도잇는 내몸이라오
길에는 혼잣몸의
흣옷자락은
하로밤 눈물에는
젓기도햇소
산 에는 가시나무
가막덤불은
덤불덤불
산 마루로
버더올낫소
산에도 가시나무 가시덤불은
덤불덤불 산마루로 버더올났소.
산에는 가랴헤도 가지못하고.
바로말로 집도있는 내몸이라오.
길에나선 혼잣몸이 흣옷자락은
하로밤에 두세번은 젓기도했소.
들에도 가시나무 가시덤불은
덤불덤불 들끝으로 버더나갔소.
동아일보
1925. 1. 4
여성
1939. 5
",자유이용 만료,#
가물, 최남선 ,"가물
흐리고 무더운채
비안오기 며칠인가
오만상 찌프리고
땅에까지 처진하늘
무슨속 말을못하여
저리 답답하신고.
미발표",자유이용 만료,#
가버리는 러시아, 오장환 ,"가버리는 러시아
  
위대 한 승리자 레닌
주의 의
우리는 아즉 많은 것을 아지 못하고
으붓자식인
새로운 노래를
할아버지 할머머니 가르키든 그대로
구틀로만 부르는구나.
  
! 
동무여 동지여조국 에는 무어라 해야 옳을 
파계 가 연닷는 것인가
무어라 해야 될 슬픔이
이처럼 뒤끓는 기쁨 속에도 숨어 있는가
결국은 그 때문이다
흐르는 괴침을 찌저던지며
공청 의 꽁문이를 쪼처가려고
나도 벼르는 것은
  
슬픔을 붇안고 꽁문이를 빼는 사람들을
나는 타내지 못한다
늙은이는 대체 어듸로
젊은이를 쫓어가야 하느냐
그들은,
아즉도 벼딴에서 털리지 않은 벼알과 같이
씨나락이 될랴고 남은 것이다.
  
그리하야 나 
자신
늙은이도 아니고 젊은이는 더욱 아닌이 
운명 은 
시대 를 위하여
거름이 될 뿐.
그러기 때문이다
카바레 에서 울리는 키 타 소리가
나에게
달듸 단 꿈을 풍기는 까닭은
  
사랑하는 끼 타여마음껏 울려라
집시 의 색시야 아모거라도 좋으니
힘차게 울려라
애무 도 
평온 도 없었든 시절
저 
재앙 된 세월을 잊을 것 같은
그러한 노래를 울리어 주렴아.
  
나는 싸베 트 
정권 을 원망한다
벚나는 
청춘 을
투쟁 속에서 지내지 못한 나는
크나큰 
치욕 을 느낀다  
내가 본 것은 무엇이냐
그것은 싸홈이다
그리고 듣는 것은
노래가 아니라 
포성 이었다그러기 때문이다 누렇게 뜬 얼굴을 하여가지고
내가 걱구러저 넘어질 때까지
이 
지구 위를 줄다름 친 것은
크낙한 폭풍 속에서 다시 없는 
인상 을 얻었다
  
그러나 나는 어쨋든
행복 하였다
여풍 은 나의 운명을
황금꽃 수놓은 옷을 입혔다.
  
무엇을 숨기랴
나는 새 사람은 아니다
지난 해부터 나는
한편 다리밖에 없는 사내가 되었다
강철의 군대를 쫓어가려고
추썩어리다 나가자빠저
한편다리를 날린 것이다.
  
또 이런 사람들도 있다
그들은 나보다도 더욱 
불행 하고
훨신 더 무참하게 읻혀버리고 있다.
이러한 친구들은
키에 까불리는 쭉젱이와 같이
멋모르는 사건의 거세인 물살에
섭쓸려 버렸다.
  
나는 그들을 알고
그들을 보았다
눈은 늙은 소보다 슬푸고 에미령하고
인류 의 
평화 로운 사업가운대
연못과 같이
그들의 피는 고여 넘쳤다.
  
누구냐 여기다 돌을 던지는 놈은
지독한 냄샐래 견딀 수가 없다.
그대로 두어라
그들은 이대로 죽어가는 것이다
가랑잎에 언친 티끌 모양
썩어저 버리는 것이다.
  
또 이런 것도 있다
이네들은 
신앙 이 두터운 축이다
바보스런 눈을 휘번덕어리며
천당 가기를 업드려 빌고
무작정 뒤통수를 긁으며
신생활 이 어쩌구 저쩌구 주절거린다  
나는 귀를 기우린다
내 눈앞에 완연히 나타나 보이는 것은
니마를 맞대고
무언지 공론하는 농군들
싸베트 
정권 밑에 
생활 은 얼마나 아름다우냐
야 밀가루 좀그리고 잔 못을 좀
  
무에라고 주서 지꺼리너냐
온통 니틀이 솟도록
자나깨나 빵 이야기 감자 이야기
어듸에 무엇이 
생활 이냐
내가 뽑은
쓰라리고 재수없는 제비를 원망하야
매일밤 나는 생트집을 무엇 때문에 하는 줄 아느냐.
  
투쟁 속에 살아온 사람들크낙한 
사상 을 몸으로써 직혀온 사람들
나는 그들이 부러옵다.
헛되이 써버린 젊은 시절이기에
나같은 것은 생각나는 것조차
없지 않은가.
  
염치도 없다
아 체통도 없고나과도시대 좁은 틈사구니서 삐저난이 몸의 
불운
내가 받히려고 힘쓰는걸 가지곤
아모런 도움조차 되지 못하고
그냥 제멋대로 집어던진 노래가
진중 히 녁여진다면
  
사랑스런 키 타야
마음껏 울려라.
집시 의 게집애야 아모거라도 좋으니
힘차게 울려라.
애무 도 
평온 도 없었든 시절
저  재 앙된 세월을 봉할것 같은
그러한 노래를 울리어 주렴아!
  
아 이 원통함이 술로서 씨서질 수 있는가
거치른 들판을 무작정 헤매인대도
이 몸둥이를 사뭇 짓니긴다 하여도
어떻게 마음 속의 
고뇌 를 씻을 수 있느냐
그때문이다
흘러내리는 괴타리를 찢어 던지고
공정 의 뒤에서 나도
줄다름질을 치고 싶어진 것은
1924
",자유이용 만료,#
가상(街相), 이상화 ,"가상
구루마꾼
날마다 하는 남부끄런 이 짓을
너희들은 예사롭게 보느냐 고?
웃통도 벗은 구루마꾼이
눈 붉혀 뜬 얼굴에 땀을 흘리며
아낙네의 아픔도 가리지 않고
네거리 외에서 소 흉내를 낸다.
엿 장 수
내가 주는 것이 무엇인가?
어린애에게도 늙은이에게도
짐승보다는 신령하단 사람에게
단맛 뵈는 엿만이 아니다.
단맛 넘어 그 맛을 아는 맘
아무라도 가졌느니 잊지 말라고
큰 가새로 목탁 치는 네가
주는 것이란 어째 엿뿐이랴!
거 러 지
아침과 저녁에만 보이는 거러지야!
이렇게도 완악하게 된 세상을
다시 더 가엾게 여겨 무엇하랴 나오너라.
하나님 아들들의 죄록
인 거러지야그들은 벼락맞을 저들을 가엾게 여겨
한낮에도 움 속에 숨어 주는 네 맘을 모른다 나오너라.
",자유이용 만료,#
가슴 1, 윤동주 ,"가슴 1
소리 없는 북,
답답하면 주먹으로
뚜드려 보오.
그래 봐도가아는 한숨보다 못하오.
",자유이용 만료,#
가슴 2, 윤동주 ,"     가슴 2
불 꺼진 화독을
안고 도는 겨울밤은 깊었다.
재만 남은 가슴이
문풍지 소리에 떤다.
",자유이용 만료,#
가슴 3, 윤동주 ,"가슴 3.
불꺼진 화독을
안고도는 겨을밤은 깊엇다.만남은 가슴이
문풍지소리에 떤다.
일구삼육
, 7, 24,
",자유이용 만료,#
가시나무, 김소월 ,"  가시나무
산에도 가시나무 가시덤불은
덤불덤불 산마루로 뻗어 올랐소.
산에는 가려 해도 가지 못하고
바로 말로 집도 있는 내 몸이라오.
길에 가선 혼잣몸이 홑옷자락은
하룻밤에 두세 번은 젖기도 했소.
들에도 가시나무 가시덤불은
덤불덤불 들 끝으로 뻗어나갔소.
",자유이용 만료,#
가신 [永眠]할머니, 허민 ,"가신
할머니
언제나 또다시 이 땅에 와서
그 웃음으로 나를 껴안나.
이제는 초봄 다사로운 향기 속에,
할머님 영
이 고요히 자노라웃음과 울음이 몸과 함께
죽음의 길에서 사라지노니,
인생의 무상
함을 모를 것인가아침에 있다 저녁에 사라지는 얼굴이.
언제든지 함께 있자 하시던 말
죽기까지 사랑하마 하시던 얼굴이,
이제는 꿈으로 가고 물거품으로 변하니
어제 있던 할머니를 어데 찾을까.
영원히 마음은 죽지 않는다
다만 육체만은 없어지지만
언제든지 삼계
를 돈다 는 부처님 말씀도
들었으나 죽음을 당하여는 섧지 않으랴.
어젯밤 꿈속에서 할머니 보았네.
어찌 죽었다는 얼굴이 나에게 보일까마는
참의 얼굴인 줄 알고 달려들었더니
헛웃음 웃고는 사라지셨다.
언제나 또다시 이 땅에 와서그 웃음으로 나를 부르랴.
이제는 맘의 가을 설움의 숲 속에
할머니 웃음이 가득하여라.
1931
23
년 월 일 곤양",자유이용 만료,#
가신 님-317, 정인보 ,"가신  님
정인보
아츰비  산을씻고  밤서리에  물맑어라
두세점  던구름  그조차도  부러업다
맘선 반가워지니  님뵈온듯  하여라
혼자도  채리서라  보심에야  더말슴가
녜사 한거름이  패옥울려  마치온듯
멈으사  더몃해런들  이대불초  하릿가
쇠해도  젊으신듯  센머리도  적으서라
모양은  안보서늘  단정할사  절로시니
소세코  머리동이면  털하나이  일릿가
이만  사실님을  조차도  못바든가
한번  상해드림  못내살어  억만년을
이제와  뉘우치란들  님이다시  오시랴
찬서리  어린칼을  의로죽자  내잡으면
분명코  우리님이  나를아니  붓드시리
가서도  계신듯하니  한거름을  긔릿가
계면조  배를모아  설음가득  실고나니
지는달  재를넘고  마처  바람분다
눈물에  닷줄노아라  님가랴  하노라
1927  3
",자유이용 만료,#
가신님의묘위에서, 권구현 ,"기신님의 묘 위에서
먼나라 모를나라
나가신 내님아
가을제 말업스니
오실긔약 모르겟소!
오실긔약 모르오니
그립고 그리운마음
어는 어는시에
어나곳서 긔다릴가?
오실긔약 모르옵고
긔다릴곳 업사오니
한업시 넓은나라
차저라도 보오릿가?
먼나라 모를나라
나가신 내님아
한업시 그리운마음
어이하라 말업슨고?
",자유이용 만료,#
가신뒤-1, 김창술 ,"가신뒤
김창술
함박눈이  펑펑  쏘다지든  그날에
한동지요  련인인  그리고  남편인당신을  그눈속에서  보내엿지요
원수ㅅ놈의  그날이엇슴니다
당신을  보내는  이내마음이  엇진일인지  울넝거리엇세요  마음이압팟섯고  가슴이  쓸아리
엇세요
당신의  당신의동지들을실은가  움즉일에
가티  듯기실케도  구을느는  박휘의음향에
나는울엇세요  넘우나  분하여서  울엇세요
그러나  내가  남편을앗겻다구  울엇다면은  죽일년이예요
그보담  더  한동디를  앗김이  분하얏서요
우리는  부부의사람보담  동디로서  사랑하라고
항상  당신서  하시든말슴을  닛지아니햇서요  한평생안니즐테에요
그러면이요!
나는  근로하는청년  굿세인동디기개  용감한당신을사랑하엿고
당신도  안해라기보다  약하나마  동디로서  나를  사랑하지안햇슴니
나는  나는  참으로  당신을보앗서요  침착하신당신의행동과  엄숙한당신의얼골을  그리고도 
가시는순간!  그순간에
빗나시는  눈을
아아  그것은의  용감한태도임을알알서요
당신이가신뒤
나는  굿세게왓서요
용감한동디를  차저서  나아갈길을  하엿고
어느날밤에  당신이쓰시든박앗서요
그리고도!  온팔둑이  압흔줄을  몰낫고  고둔줄을  몰낫섯세요
우리들의을  그린  이는
모든동디의  포켓속에서  고춤속에서  작은피오
오날의  책상속에  안기엇세요
어느날밤  음악회장에서
그리고  도라오면서속의희로인  왓시릿사를  사모햇습니다
그순간!  나의눈에불ㅅ길이는그순간은  를  태워버리고도  남을듯하엿서요
거운과  불ㅅ길이는나의마음을매저서  은  놀고잇슬겜니다
의이  불사루는대디를밟으며
나도가게되엇나이다
용감히  용감히
의을머리에이고
당신의안해  는  올님니다
.  .  
조선강단,  1929.  1.
",자유이용 만료,#
가야(伽倻)는 웃는가 우는가, 허민 ,"가야
는 웃는가 우는가
어두운 보재기가 차차 가야
를 쌀 때
길겁게 울던 새도 수심을 안고 기슭으로 돌아가고
잘 들리지 않던 물소리도 점점 가까워지며
싸늘한 바람도 살 속으로 기어든다.
한 점 두 점의 불이 반득이고
다듬이 소리가 나기 시작할 제
해인
의 가람
은 묵묵
한 속에 잠들고
풍령
의 설운 음향
도 신비
의 줄을 건드린다별빛은 고요히 숨 쉬고 삼월
달은 정처
없이 가는데
침묵의 노랫가락이 곧 나는 것 같은
산비탈의 부엉이 울음이
황혼의 하늘에서 잠꼬대한다.
가야의 머리가 둘러싼 하늘못은
사바에 극락을 비쳐 주는 것 같고
은근한 흉취
를 그리워하는 것을
가야야 너는 웃을런가 울랴는가!
1931년 월
",자유이용 만료,#
가야(伽倻)의 아침, 허민 ,"가야
의 아침
꿈에 빠진 사람을 일어나라는
대종
소리 귀 속에 울려듭니다모든 짐승 울음을 위안해 주는
부딪치는 물소리 산 밑 돕니다!
붉은 해가 동쪽서 불거지는데
새의 울음 나무서 들려옵니다.
구름장이 연진듯 물에 비치고
바람부터 가야를 씻어 갑니다!
염불
하는 소리는 북과 울려고
까욱하는 까마귀 서산
갑니다맑은 잎이 떨어져 슬피 우는데
칠십
노인
스님이 내려갑니다빨래 소리 툭닥툭 울어나는데
닭의 소리 중천
서 헤맵니다요하얀 연기 굴뚝서 올라오는데
태양빛은 이어서 비쳐 줍니다!
후렴
1.가야 아침은 퍽 얌전해
2.가야 아침은 퍽 좋아요
3.가야 아침은 퍽 슬퍼요
4.가야 아침은 퍽 다정해
1931
년 월 일
23",자유이용 만료,#
가야금, 김영랑 ,"가야금
북으로
북으로
남방의
대숲 밑
울고 간다 기러기
뉘 휘여 날켰느뇨
앞서고 뒤섰다
어지럴 리 없으나
가냘픈 실오라기
네 목숨이 조매로아
",자유이용 만료,#
가야산가(伽倻山歌), 허민 ,"가야산가
하늘에 우뜩 솟아오른 산
산 아래 쾅쾅 쏟아지는 물
바위 우에 또 바위요 수풀 우에 또 숲인데
구름 넘어 산이 솟고 산 넘어 구름 인다
오 오 오
내 강산 내 보배 내 자랑 가야산아
하늘에 우뜩 솟아오른 산
산 아래 쾅쾅 쏟아지는 물
물을 건너 절벽이요 절벽 넘어 계곡인데
신록 따라 푸르렀다 단풍에 붉어진다
오 오 오
내 강산 내 보배 내 자랑 가야산아
하늘에 우뜩 솟아오른 산
산 아래 쾅쾅 쏟아지는 물
우두봉에 뜻을 받고 홍류수에 뜻을 길러
천만년을 아름답게 빛나게 커 나가자
오 오 오
내 강산 내 보배 내 자랑 가야산아
",자유이용 만료,#
가야찬(伽倻讚), 허민 ,"가야찬
가야
좋다느니 그 말이 거짓말이
젊은이 찾아들면 돌아설 줄 모르고나
홍안
이 백발
노쇠
니 그를 설워하노라청수
녹엽
엔 월세풍
불어오고
고봉
석암
에 백련
인 듯 구름 논다
창공
을 품은 맘이 가야를 울리도다가야 이 선경
을 흐르난다 맑은 물에
모지지 않는 심서
로써 님 소식을 실어서
애틋한 세간
사람께 알리는 게 옳게나날으는 새 짐승은 숲만을 찾건마는
듣고 온 인간들은 숨겨 갈 길 잃었거니
중봉
을 암도는 안개 이들의 시름인가평지
서 쳐다보면 운무
의 조화
인데
길 따라 오르는 이 와서 보면 다 같구나
듣던 말 간 곳이 없고 산에 홀로 놓였네.
이런들 어떠하리 저런들 어떠하리
진세
부대낀 몸 삶 길이 아득한 몸
마회를 던져 버려라 너와 같이 일생.
1932
년 월 일
12",자유이용 만료,무심
가외가전, 이상 ,"가외가전 
 훤조때문에마멸되는몸이다. 모두소년이라고들그리는데노야인기색이많다. 혹형에씻기워서산반
알처럼자격너머로튀어오르기쉽다. 그러니까육교위에서또하나의편안한대륙을내려다보고근근
히산다. 동갑네가시시거리며떼를지어답교한다. 그렇지않아도육교는또월광으로충분히천평처럼
제무게에끄덱인다. 타인의그림자는위선넓다. 미미한그림자들이얼떨김에모조리앉아버린다. 앵
도가진다. 종자도연멸한다. 정탐도흐지부지ㅡ있어야옳을박수가어째서없느냐. 아마아버지를반
역한가싶다. 묵묵히ㅡ기도를봉쇄한체하고말을하면사투리다. 아니ㅡ이무언이훤조의사투리리라
. 쏟으려는노릇ㅡ날카로운신단이싱싱한육교그중심한구석을진단하듯어루만지기만한다. 나날이
썩으면서가리키는지향으로기적히골목이뚫렸다. 썩는것들이낙차나며골목으로몰린다. 골목안에
는치사스러워보이는문이있다. 문안에는금니가있다. 금니안에는추잡한혀가달린폐환이있다. 오
ㅡ오ㅡ. 들어가면나오지못하는타입깊이가장부를닮는다. 그위로짝바뀐구두가비철거린다. 어느
균이어느아랫배를앓게하는것이다. 질다. 
   반추한다. 노파니까. 맞은편평활한유리위에해소된정체를도포한졸음오는혜택이뜬다. 꿈ㅡ꿈
ㅡ꿈을짓밟는허망한노역ㅡ이세기의곤비와살기가바둑판처럼널리깔렸다. 먹어야사는입술이악
의로꾸긴진창위에서슬며시식사흉내를낸다. 아들ㅡ여러아들ㅡ노파의결혼을걷어차는여러아들
들의육중한구두ㅡ구두바닥의징이다.
",자유이용 만료,#
가을 강(江)가에 시드러져가는 당(唐)버들을 보앗노라, 김우진 ,"가을
강 가에 시드러져가는
당 버들을 보앗노라
     
   
        시드러져가는
당 버들 한
주 를
흰 물의 고요한
강 가에서 보앗노라동 모도 업시
동류 도 업시
망막 한 이
강 가 언덕 우에
혼자 커 온 지낸 날의
전반생 을 내가 모르거든하물며 엇던 이의 손으로
은 엇더한
인연 의 힘으로강 가 우에
생명 을 밧게 된지
뉘라서 엇지 말할 수 잇겟느냐.
또 뉘라서적막 한 흰 물의 강 우에
연한 살 흰
피부 를 가진고독 한
당 버들의게도
가을이 오게 된지 말할 수 잇겟느냐.
나는 눈물에 져즌 연약한 두 손으로
누른 닙 시드러져가는 젹은 가지 하나를 꺽거와서
내 방 책상 우에 꼬져 노앗노라.
그는 내게 내 동무로 생각되면서도
기이 하게도 내게는
엇던
생명 의 무리를 가르쳐 쥬엇서라그러나 고요한 강가 언덕 우에
시드러져가는
당 버들 나무를 생각할 때
나는 내
의무 를 다 하려고
누른 닙 시드러져가는
이 젹은
당 버들가지의게
펜 을 들엇노라..
일구이사 일십",자유이용 만료,#
가을 뜻, 최남선 ,"가을 
쇠 한버들 말은풀 맑은시내에
배가불은 흔돗다라 가난뎌배야
세상시비 더뎌두고 어늬곳으로
너혼댜만 무엇실코 도망하나냐
나의 배에 실은것은 다른것업서
사면 에서 엇어온바 새
소식 이니
두문동 속 캄캄한데 코를부시난
산임학자
양반 들
전 하려하오일구 팔년
십일월
소년
제일년
제일권
",자유이용 만료,#
